x,y,z,color
0.49999944149463926,0.49999972074708565,0.499999999999844,1.0
0.49999888298927847,0.49999916224141294,1.499999999999532,1.0
0.4999983244839177,0.49999860373574023,2.49999999999922,1.0
0.4999977659785569,0.4999980452300675,3.499999999998908,1.0
0.4999972074731961,0.4999974867243948,4.499999999998596,1.0
0.4999966489678353,0.49999692821872205,5.499999999998284,1.0
0.4999960904624745,0.49999636971304934,6.499999999997972,1.0
0.4999955319571137,0.49999581120737663,7.4999999999976605,1.0
0.4999949734517529,0.4999952527017039,8.499999999997348,1.0
0.49999441494639213,0.4999946941960312,9.499999999997037,1.0
0.4999938564410314,0.4999941356903585,10.499999999996724,1.0
0.4999932979356706,0.4999935771846858,11.499999999996412,1.0
0.4999927394303098,0.4999930186790131,12.499999999996101,1.0
0.499992180924949,0.49999246017334037,13.499999999995788,1.0
0.4999916224195882,0.49999190166766766,14.499999999995476,1.0
0.49999106391422743,0.4999913431619949,15.499999999995165,1.0
0.49999050540886664,0.4999907846563222,16.499999999994852,1.0
0.49998994690350584,0.4999902261506495,17.49999999999454,1.0
0.49998938839814505,0.49998966764497677,18.499999999994227,1.0
0.4999888298927843,0.49998910913930406,19.499999999993918,1.0
0.4999882713874235,0.49998855063363135,20.499999999993605,1.0
0.49999888298927847,1.4999997207469296,0.499999999999844,1.0
0.4999983244839177,1.499999162241257,1.499999999999532,1.0
0.4999977659785569,1.4999986037355841,2.49999999999922,1.0
0.4999972074731961,1.4999980452299115,3.499999999998908,1.0
0.4999966489678353,1.4999974867242387,4.499999999998596,1.0
0.4999960904624745,1.4999969282185661,5.499999999998284,1.0
0.4999955319571137,1.4999963697128933,6.499999999997972,1.0
0.4999949734517529,1.4999958112072207,7.4999999999976605,1.0
0.49999441494639213,1.4999952527015479,8.499999999997348,1.0
0.49999385644103134,1.4999946941958753,9.499999999997037,1.0
0.4999932979356706,1.4999941356902025,10.499999999996724,1.0
0.4999927394303098,1.4999935771845296,11.499999999996412,1.0
0.499992180924949,1.499993018678857,12.499999999996101,1.0
0.4999916224195882,1.4999924601731842,13.499999999995788,1.0
0.49999106391422743,1.4999919016675116,14.499999999995476,1.0
0.49999050540886664,1.4999913431618388,15.499999999995165,1.0
0.49998994690350584,1.4999907846561662,16.499999999994852,1.0
0.49998938839814505,1.4999902261504934,17.49999999999454,1.0
0.49998882989278426,1.4999896676448208,18.499999999994227,1.0
0.4999882713874235,1.499989109139148,19.499999999993918,1.0
0.49998771288206273,1.4999885506334754,20.499999999993605,1.0
